fact_rating_phase1,snopes_url_phase1,article_title_phase1,article_category_phase1,article_date_phase1,article_claim_phase1,article_origin_url_phase1,index_paragraph_phase1,page_is_first_citation_phase1,error_phase2,original_article_text_phase2,article_title_phase2,publish_date_phase2,author_phase2,Jerry-label,Jill-label,Fatemeh-label,notes,original order,Agreement
By 1980, the categories had gone through nearly 20 deviations. People could identify as one of 15 possibilities, including now-derogatory words such as Negro. These classifications might shed some light on why some federal laws from that time contain outdated verbiage thats now being addressed.

After it was unanimously passed with 380 votes, President Barack Obama signed H.R. 4238 on Friday, which amends two federal acts from the 70s that define minorities with terms that are now insensitive or outdated.

The Department of Energy Act has for decades described minorities as, a Negro, Puerto Rican, American Indian, Eskimo, Oriental, or Aleut or is a Spanish speaking individual of Spanish descent.

The new bill changes the language to, Asian American, Native Hawaiian, a Pacific Islander, African American, Hispanic, Puerto Rican, Native American, or an Alaska Native. Theres also similar language in the Local Public Works Capital Development and Investment Act.

The bill was sponsored by Rep. Grace Meng, D-NY, with 74 Democratic co-sponsors and two Republican ones, who focused on the word Oriental.

[Oriental] is an insulting term that needed to be removed from the books, and I am extremely pleased that my legislation to do that is now the law of the land, Meng said in a statement.

The U.S. Census never used the word Oriental, which became associated in the U.S. with exoticism and Asian-American stereotypes in the 20th century. But it dropped Negro from identities in 2013, after people during the 2010 count said they were offended by it.

The director at the time said 56,000 people during research in the 1990s written under other race that they identified as Negro. So the census had continued to include the word in its 2000 count, and also in 2010, but by then people were raising concerns.

I apologize to them. I am confident that the intent of my colleagues in using the same wording as Census 2000 was to make sure as many people as possible saw words that matched their self-identities. Full inclusiveness was the goal, Robert Groves, former director of the U.S. Census Bureau, wrote. The race question has often changed over the decades, as the country has changed and racial terms have evolved.","Obama signs bill eliminating Negro, Oriental from federal laws",5/22/16,Kamala Kelkar,right,context,right,,176,

mostly true,https://www.snopes.com/fact-check/third-grade-trump-hat/,Third Grade Student Says School Made Him Remove Trump Hat,Politics,06-Jun-16,"An elementary school in Fresno, California, forced a third-grader to remove a cap bearing Donald Trump's campaign slogan.",http://www.foxnews.com/politics/2016/06/05/9-year-old-boy-said-principal-told-him-to-remove-trump-cap.html,1,TRUE,No Error,"A California elementary school student has one simple wish: Make school dress codes great again.

Third-grader Logan Autry, 9, said officials at Powers-Ginsburg Elementary School in Fresno told him to remove his Make America Great Again hat because it could stir negative emotions in other children.

The red baseball cap with the phrase printed in white capital letters has become almost synonymous with the campaign of presumptive Republican presidential nominee Donald Trump.

The principal told me to take it off, and I still didnt take it off, Autry told Fox and Friends on Saturday. And she said it was against the dress code to wear the hat, but I looked in the dress code and it was not against it.

Autrys stepmom, Angela Hoffknecht, said the request to remove the hat came after an older student made a remark about the cap.

They told me to take my hat off because it brings negative emotions to the other children who dont like [Trump], Autry told 11Alive.

The Fresno Unified School District said in a statement it was responsible for providing a safe learning environment.

It is also our responsibility to take precautions when the discourse begins to impact our school climate and interrupt school operations, the statement said.

After Autrys story went public, he got to meet Trump, shake his hand and have the likely GOP nominee sign his hat, Hoffknecht said.

The hat, however, didnt have such a happy ending: The Autrys family dog ripped it apart while Logan was swimming.",9-year-old boy said principal told him to remove Trump cap,2006-05-16,,right,right,n,,177,

mostly false,https://www.snopes.com/fact-check/is-the-gops-obamacare-replacement-titled-worlds-greatest-healthcare-plan-of-2017/,Is the GOPs Obamacare Replacement Called Worlds Greatest Healthcare Plan of 2017?,Uncategorized,08-Mar-17,Is the GOP's Obamacare Replacement Called 'World's Greatest Healthcare Plan of 2017'?,https://www.congress.gov/bill/115th-congress/house-bill/1275,2,TRUE,No Error,"Senate Committee Any Committee Agriculture, Nutrition, and Forestry (70th-115th) Armed Services (79th-115th) Banking, Housing, and Urban Affairs (70th-115th) Budget (93rd-115th) Commerce, Science, and Transportation (79th-115th) Energy and Natural Resources (70th-115th) Environment and Public Works (79th-115th) Finance (70th-115th) Foreign Relations (70th-115th) Health, Education, Labor, and Pensions (70th-115th) Homeland Security and Governmental Affairs (70th-115th) Judiciary (70th-115th) Rules and Administration (79th-115th) Small Business and Entrepreneurship (81st-115th) Veterans' Affairs (91st-115th)

State or Territory Indicated Any State or Territory Alabama Alaska American Samoa Arizona Arkansas California Colorado Connecticut Delaware District of Columbia Florida Georgia Guam Hawaii Idaho Illinois Indiana Iowa Kansas Kentucky Louisiana Maine Maryland Massachusetts Michigan Minnesota Mississippi Missouri Montana Nebraska Nevada New Hampshire New Jersey New Mexico New York North Carolina North Dakota Northern Mariana Islands Ohio Oklahoma Oregon Pennsylvania Puerto Rico Rhode Island South Carolina South Dakota Tennessee Texas Utah Vermont Virgin Islands Virginia Washington West Virginia Wisconsin Wyoming

Nomination Actions Any Nomination Action Placed on calendar as privileged nomination Committee requested information was received Referred to committee Hearings held Ordered reported Reported to Senate Committee discharged Placed on calendar Placed on calendar with footnote Considered by Senate Unanimous consent agreement Cloture motion Cloture invoked/not invoked Rereferred to committee Received message of withdrawal Returned to president Confirmed by Senate",H.R.1275 - 115th Congress (2017-2018): World's Greatest Healthcare Plan of 2017,,Sessions,right,context,context,,178,
